2012106153,テイエムカンベエ,boba,2012-02-04,14,4,1,3,6,770000,0,0,パカパカファーム,"[[""ワイルドラッシュ""], [""WildAgain""], [""Icecapade""], [""Nearctic""], [""Shenanigans""], [""Bushel-n-Peck""], [""Khaled""], [""Dama""], [""RosePark""], [""PluggedNickle""], [""KeytotheMint""], [""TollBooth""], [""Hardship""], [""Drone""], [""HardandFast""], [""アブソリューション""], [""タイキシャトル""], [""Devil'sBag""], [""Halo""], [""Ballade""], [""ウェルシュマフィン""], [""Caerleon""], [""Muffitys""], [""フリーフォーギブン""], [""Unbridled""], [""Fappiano""], [""GanaFacil""], [""Redeemer""], [""DixielandBand""], [""PrintingPress""]]"
2012106154,ブルーポピー,hinba,2012-02-15,9,1,2,1,5,300000,0,0,パカパカファーム,"[[""スウェプトオーヴァーボード""], [""エンドスウィープ""], [""フォーティナイナー""], [""Mr.Prospector""], [""File""], [""BroomDance""], [""DanceSpell""], [""WitchingHour""], [""SheerIce""], [""Cutlass""], [""Damascus""], [""Aphonia""], [""HeyDollyA.""], [""Ambehaving""], [""SwiftDeal""], [""ウェディングギフト""], [""アフリート""], [""Mr.Prospector""], [""RaiseaNative""], [""GoldDigger""], [""PoliteLady""], [""VenetianJester""], [""FriendlyWays""], [""ウェディングバンド""], [""MightyAppealing""], [""ValidAppeal""], [""Patsy'sLilGirl""], [""RingofSteel""], [""Assagai""], [""SpinningReel""]]"
2012106155,パッションエレナ,hinba,2012-03-06,22,0,1,3,18,600000,0,0,パカパカファーム,"[[""ディープスカイ""], [""アグネスタキオン""], [""サンデーサイレンス""], [""Halo""], [""WishingWell""], [""アグネスフローラ""], [""ロイヤルスキー""], [""アグネスレディー""], [""アビ""], [""Chief'sCrown""], [""Danzig""], [""SixCrowns""], [""Carmelized""], [""KeytotheMint""], [""Carmelize""], [""ヴァレンティン""], [""キングオブキングス""], [""Sadler'sWells""], [""NorthernDancer""], [""FairyBridge""], [""Zummerudd""], [""Habitat""], [""Ampulla""], [""SlipAshore""], [""SlipAnchor""], [""ShirleyHeights""], [""Sayonara""], [""Muffitys""], [""Thatch""], [""Contrail""]]"
2012106156,シゲルルミナリエ,hinba,2012-01-27,36,3,1,2,30,820000,0,0,パカパカファーム,"[[""ディープスカイ""], [""アグネスタキオン""], [""サンデーサイレンス""], [""Halo""], [""WishingWell""], [""アグネスフローラ""], [""ロイヤルスキー""], [""アグネスレディー""], [""アビ""], [""Chief'sCrown""], [""Danzig""], [""SixCrowns""], [""Carmelized""], [""KeytotheMint""], [""Carmelize""], [""オージーカンパニー""], [""Catrail""], [""StormCat""], [""StormBird""], [""Terlingua""], [""ToughasNails""], [""MajesticLight""], [""Hardliner""], [""IrishCompany""], [""IrishRiver""], [""Riverman""], [""IrishStar""], [""バブルカンパニー""], [""Lyphard""], [""Prodice""]]"
2012106157,オールアイキャンセイイズワウの2012,boba,2012-03-02,0,0,0,0,0,0,0,0,パカパカファーム,"[[""ディープインパクト""], [""サンデーサイレンス""], [""Halo""], [""HailtoReason""], [""Cosmah""], [""WishingWell""], [""Understanding""], [""MountainFlower""], [""ウインドインハーヘア""], [""Alzao""], [""Lyphard""], [""LadyRebecca""], [""Burghclere""], [""Busted""], [""Highclere""], [""オールアイキャンセイイズワウ""], [""StreetCry""], [""Machiavellian""], [""Mr.Prospector""], [""CoupdeFolie""], [""HelenStreet""], [""Troy""], [""Waterway""], [""CrownofJewels""], [""HalfaYear""], [""Riverman""], [""SixMonthsLong""], [""FittedCrown""], [""Chief'sCrown""], [""CloseControl""]]"
2012106158,イマジンシチー,boba,2012-04-02,2,0,0,0,2,0,0,0,パカパカファーム,"[[""クロフネ""], [""フレンチデピュティ""], [""DeputyMinister""], [""ViceRegent""], [""MintCopy""], [""Mitterand""], [""HoldYourPeace""], [""LaredoLass""], [""ブルーアヴェニュー""], [""ClassicGoGo""], [""PagoPago""], [""ClassicPerfection""], [""ElizaBlue""], [""Icecapade""], [""コレラ""], [""スカラムーシュ""], [""キングカメハメハ""], [""Kingmambo""], [""Mr.Prospector""], [""Miesque""], [""マンファス""], [""ラストタイクーン""], [""PilotBird""], [""プリンセスリーマ""], [""Affirmed""], [""ExclusiveNative""], [""Won'tTellYou""], [""FirstFling""], [""Nijinsky""], [""FastApproach""]]"
2012106159,インディウム,boba,2012-03-15,35,14,5,4,12,31170000,2,0,パカパカファーム,"[[""パイロ""], [""Pulpit""], [""A.P.Indy""], [""SeattleSlew""], [""WeekendSurprise""], [""Preach""], [""Mr.Prospector""], [""Narrate""], [""WildVision""], [""WildAgain""], [""Icecapade""], [""Bushel-n-Peck""], [""Carol'sWonder""], [""PasstheTab""], [""CarolsChristmas""], [""セブンバイセブン""], [""フォーティナイナー""], [""Mr.Prospector""], [""RaiseaNative""], [""GoldDigger""], [""File""], [""TomRolfe""], [""Continue""], [""タイムレスツイスト""], [""TimelessMoment""], [""Damascus""], [""HourofParting""], [""Quajenn""], [""CleverTrick""], [""TwistHer""]]"
2012106160,クラリティスカイ,boba,2012-03-07,27,3,2,4,18,29820000,17,1,パカパカファーム,"[[""クロフネ""], [""フレンチデピュティ""], [""DeputyMinister""], [""ViceRegent""], [""MintCopy""], [""Mitterand""], [""HoldYourPeace""], [""LaredoLass""], [""ブルーアヴェニュー""], [""ClassicGoGo""], [""PagoPago""], [""ClassicPerfection""], [""ElizaBlue""], [""Icecapade""], [""コレラ""], [""タイキクラリティ""], [""スペシャルウィーク""], [""サンデーサイレンス""], [""Halo""], [""WishingWell""], [""キャンペンガール""], [""マルゼンスキー""], [""レディーシラオキ""], [""タイキダイヤ""], [""オジジアン""], [""Damascus""], [""Gonfalon""], [""パテントリークリア""], [""Miswaki""], [""BadgeofCourage""]]"
2012106161,ワル,boba,2012-03-01,49,5,2,3,39,2750000,0,0,パカパカファーム,"[[""エンパイアメーカー""], [""Unbridled""], [""Fappiano""], [""Mr.Prospector""], [""Killaloe""], [""GanaFacil""], [""LeFabuleux""], [""Charedi""], [""Toussaud""], [""ElGranSenor""], [""NorthernDancer""], [""SexAppeal""], [""ImageofReality""], [""InReality""], [""Edee'sImage""], [""タイキダイヤ""], [""オジジアン""], [""Damascus""], [""SwordDancer""], [""Kerala""], [""Gonfalon""], [""FrancisS.""], [""GrandSplendor""], [""パテントリークリア""], [""Miswaki""], [""Mr.Prospector""], [""Hopespringseternal""], [""BadgeofCourage""], [""WellDecorated""], [""Tamerett""]]"
2012106162,シュンクルーズ,boba,2012-04-09,49,2,0,2,45,22190000,1,0,パカパカファーム,"[[""タイキシャトル""], [""Devil'sBag""], [""Halo""], [""HailtoReason""], [""Cosmah""], [""Ballade""], [""Herbager""], [""MissSwapsco""], [""ウェルシュマフィン""], [""Caerleon""], [""Nijinsky""], [""Foreseer""], [""Muffitys""], [""Thatch""], [""Contrail""], [""タイキミューズ""], [""スペシャルウィーク""], [""サンデーサイレンス""], [""Halo""], [""WishingWell""], [""キャンペンガール""], [""マルゼンスキー""], [""レディーシラオキ""], [""サブミッション""], [""Darshaan""], [""ShirleyHeights""], [""Delsy""], [""YesMyDear""], [""Affirmed""], [""デイオラマ""]]"
2012106163,ダシヌケ,boba,2012-01-13,17,0,1,1,15,5610000,0,0,パカパカファーム,"[[""メイショウボーラー""], [""タイキシャトル""], [""Devil'sBag""], [""Halo""], [""Ballade""], [""ウェルシュマフィン""], [""Caerleon""], [""Muffitys""], [""ナイスレイズ""], [""StormCat""], [""StormBird""], [""Terlingua""], [""NiceTradition""], [""SearchTradition""], [""NiceDancing""], [""ツーソックス""], [""ファルブラヴ""], [""FairyKing""], [""NorthernDancer""], [""FairyBridge""], [""GiftoftheNight""], [""Slewpy""], [""LittleNana""], [""ダンジグウィズウルヴス""], [""Danzig""], [""NorthernDancer""], [""PasdeNom""], [""StrategicManeuver""], [""Cryptoclearance""], [""プレイヤーホイール""]]"
2012106164,セイウンアサヒ,boba,2012-03-17,67,7,7,3,50,460000,0,0,パカパカファーム,"[[""パイロ""], [""Pulpit""], [""A.P.Indy""], [""SeattleSlew""], [""WeekendSurprise""], [""Preach""], [""Mr.Prospector""], [""Narrate""], [""WildVision""], [""WildAgain""], [""Icecapade""], [""Bushel-n-Peck""], [""Carol'sWonder""], [""PasstheTab""], [""CarolsChristmas""], [""デアリングヴァース""], [""OpeningVerse""], [""TheMinstrel""], [""NorthernDancer""], [""Fleur""], [""ShyDawn""], [""GreyDawn""], [""ShyDancer""], [""PowerBidder""], [""LinesofPower""], [""RaiseaNative""], [""ExoticGarden""], [""DaringBidder""], [""BoldBidder""], [""DaringStep""]]"
2012106165,コンチャフラメンカ,hinba,2012-02-20,11,1,2,0,8,10490000,0,0,パカパカファーム,"[[""ハービンジャー""], [""Dansili""], [""デインヒル""], [""Danzig""], [""Razyana""], [""Hasili""], [""Kahyasi""], [""Kerali""], [""PenangPearl""], [""Bering""], [""ArcticTern""], [""Beaune""], [""Guapa""], [""ShareefDancer""], [""Sauceboat""], [""バブルドリーム""], [""Akarad""], [""Labus""], [""Busted""], [""Cordovilla""], [""Licata""], [""Abdos""], [""Gaia""], [""バブルプロスペクター""], [""Miswaki""], [""Mr.Prospector""], [""Hopespringseternal""], [""バブルカンパニー""], [""Lyphard""], [""Prodice""]]"
2012106166,ディアイージス,boba,2012-03-06,20,6,1,2,11,1250000,0,0,パカパカファーム,"[[""タイキシャトル""], [""Devil'sBag""], [""Halo""], [""HailtoReason""], [""Cosmah""], [""Ballade""], [""Herbager""], [""MissSwapsco""], [""ウェルシュマフィン""], [""Caerleon""], [""Nijinsky""], [""Foreseer""], [""Muffitys""], [""Thatch""], [""Contrail""], [""フルーツパンチ""], [""Barathea""], [""Sadler'sWells""], [""NorthernDancer""], [""FairyBridge""], [""Brocade""], [""Habitat""], [""CantonSilk""], [""FriendlyFinance""], [""AuctionRing""], [""BoldBidder""], [""Hooplah""], [""RiverLady""], [""PrinceJohn""], [""NileLily""]]"
2012106167,パピーラヴ,hinba,2012-03-13,4,0,0,0,4,500000,0,0,パカパカファーム,"[[""ディープインパクト""], [""サンデーサイレンス""], [""Halo""], [""HailtoReason""], [""Cosmah""], [""WishingWell""], [""Understanding""], [""MountainFlower""], [""ウインドインハーヘア""], [""Alzao""], [""Lyphard""], [""LadyRebecca""], [""Burghclere""], [""Busted""], [""Highclere""], [""ラヴアンドバブルズ""], [""LoupSauvage""], [""Riverman""], [""NeverBend""], [""RiverLady""], [""Louveterie""], [""Nureyev""], [""Lupe""], [""バブルドリーム""], [""Akarad""], [""Labus""], [""Licata""], [""バブルプロスペクター""], [""Miswaki""], [""バブルカンパニー""]]"
2012106168,ケイティーシップ,boba,2012-01-24,49,3,2,2,42,10080000,0,0,パカパカファーム,"[[""ディープスカイ""], [""アグネスタキオン""], [""サンデーサイレンス""], [""Halo""], [""WishingWell""], [""アグネスフローラ""], [""ロイヤルスキー""], [""アグネスレディー""], [""アビ""], [""Chief'sCrown""], [""Danzig""], [""SixCrowns""], [""Carmelized""], [""KeytotheMint""], [""Carmelize""], [""リリウオカラニ""], [""Grindstone""], [""Unbridled""], [""Fappiano""], [""GanaFacil""], [""BuzzMyBell""], [""Drone""], [""Chateaupavia""], [""TropicoCielo""], [""セクレト""], [""NorthernDancer""], [""Betty'sSecret""], [""DistantRose""], [""DistantDay""], [""FramptonDancer""]]"
2012106169,リニアエキスプレス,hinba,2012-03-30,35,3,10,7,15,4600000,0,0,藤川ファーム,"[[""ディープスカイ""], [""アグネスタキオン""], [""サンデーサイレンス""], [""Halo""], [""WishingWell""], [""アグネスフローラ""], [""ロイヤルスキー""], [""アグネスレディー""], [""アビ""], [""Chief'sCrown""], [""Danzig""], [""SixCrowns""], [""Carmelized""], [""KeytotheMint""], [""Carmelize""], [""スターリーワールド""], [""タイキシャトル""], [""Devil'sBag""], [""Halo""], [""Ballade""], [""ウェルシュマフィン""], [""Caerleon""], [""Muffitys""], [""フォーザキング""], [""DeputyMinister""], [""ViceRegent""], [""MintCopy""], [""Forleana""], [""Forum""], [""Oleana""]]"
2012106170,チャビッツ,hinba,2012-03-08,1,0,0,0,1,0,0,0,出羽牧場,"[[""カーム""], [""サンデーサイレンス""], [""Halo""], [""HailtoReason""], [""Cosmah""], [""WishingWell""], [""Understanding""], [""MountainFlower""], [""フランクアーギュメント""], [""Argument""], [""Kautokeino""], [""Arantelle""], [""Franca""], [""ヴァイスリーガル""], [""TudorGwen""], [""ツーツーエイプリル""], [""グラスワンダー""], [""SilverHawk""], [""Roberto""], [""GrisVitesse""], [""Ameriflora""], [""Danzig""], [""GracefulTouch""], [""モガミポイント""], [""マルゼンスキー""], [""Nijinsky""], [""シル""], [""ポイントメーカー""], [""ボールドラツド""], [""クリヒデ""]]"
2012106171,マジックウェーブの2012,boba,2012-05-17,0,0,0,0,0,0,0,0,冨岡牧場,"[[""ローエングリン""], [""シングスピール""], [""IntheWings""], [""Sadler'sWells""], [""ハイホーク""], [""GloriousSong""], [""Halo""], [""Ballade""], [""カーリング""], [""GardeRoyale""], [""MillReef""], [""RoyalWay""], [""Corraleja""], [""Carvin""], [""DarlingDale""], [""マジックウェーブ""], [""コマンダーインチーフ""], [""ダンシングブレーヴ""], [""Lyphard""], [""NavajoPrincess""], [""SlightlyDangerous""], [""Roberto""], [""WhereYouLead""], [""サムモアマジック""], [""Alydar""], [""RaiseaNative""], [""SweetTooth""], [""DancingBlade""], [""Blade""], [""Calista""]]"
2012106172,アンギョウ,hinba,2012-05-05,23,1,0,1,21,1810000,0,0,冨岡牧場,"[[""サイレントディール""], [""サンデーサイレンス""], [""Halo""], [""HailtoReason""], [""Cosmah""], [""WishingWell""], [""Understanding""], [""MountainFlower""], [""フェアリードール""], [""Nureyev""], [""NorthernDancer""], [""Special""], [""DreamDeal""], [""SharpenUp""], [""LikelyExchange""], [""エイプリルフール""], [""オジジアン""], [""Damascus""], [""SwordDancer""], [""Kerala""], [""Gonfalon""], [""FrancisS.""], [""GrandSplendor""], [""ツクモオトヒメ""], [""リズム""], [""Mr.Prospector""], [""DanceNumber""], [""クィーンヴィクトリア""], [""TheMinstrel""], [""BettyLoraine""]]"
2012106173,ビナファミリー,hinba,2012-05-25,55,5,5,7,38,7760000,0,0,八木常郎,"[[""タイムパラドックス""], [""ブライアンズタイム""], [""Roberto""], [""HailtoReason""], [""Bramalea""], [""Kelley'sDay""], [""Graustark""], [""GoldenTrail""], [""ジョリーザザ""], [""Alzao""], [""Lyphard""], [""LadyRebecca""], [""BoldLady""], [""ボールドラツド""], [""Tredam""], [""グリーンヒルレッド""], [""スキャン""], [""Mr.Prospector""], [""RaiseaNative""], [""GoldDigger""], [""Video""], [""Nijinsky""], [""Foreseer""], [""リュウトロフィ""], [""ナイスダンサー""], [""NorthernDancer""], [""NicePrincess""], [""タマクインニセイ""], [""モバリッズ""], [""タマクイン""]]"
2012106174,ウイニングハート,hinba,2012-03-29,85,3,8,9,65,960000,0,0,橋本善太,"[[""カルストンライトオ""], [""ウォーニング""], [""KnownFact""], [""InReality""], [""Tamerett""], [""SlightlyDangerous""], [""Roberto""], [""WhereYouLead""], [""オオシマルチア""], [""クリスタルグリッターズ""], [""BlushingGroom""], [""TalestoTell""], [""オオシマスズラン""], [""カウアイキング""], [""ネバージョオー""], [""クールダウン""], [""シャンハイ""], [""Procida""], [""Mr.Prospector""], [""WithDistinction""], [""Korveya""], [""Riverman""], [""Konafa""], [""マルゼンラッド""], [""ミルジョージ""], [""MillReef""], [""MissCharisma""], [""マルゼンキール""], [""ボールドラツド""], [""シル""]]"
2012106175,ヤマイチオーロラの2012,hinba,2012-04-24,0,0,0,0,0,0,0,0,橋本善太,"[[""カルストンライトオ""], [""ウォーニング""], [""KnownFact""], [""InReality""], [""Tamerett""], [""SlightlyDangerous""], [""Roberto""], [""WhereYouLead""], [""オオシマルチア""], [""クリスタルグリッターズ""], [""BlushingGroom""], [""TalestoTell""], [""オオシマスズラン""], [""カウアイキング""], [""ネバージョオー""], [""ヤマイチオーロラ""], [""カコイーシーズ""], [""Alydar""], [""RaiseaNative""], [""SweetTooth""], [""CarelessNotion""], [""Jester""], [""MissUppity""], [""スプレッドブレイヴ""], [""ジェイドロバリー""], [""Mr.Prospector""], [""Number""], [""トリポス""], [""ArtsandLetters""], [""FirstFeather""]]"
2012106176,エンサイスタの2012,hinba,2012-03-08,0,0,0,0,0,0,0,0,橋本牧場,"[[""カルストンライトオ""], [""ウォーニング""], [""KnownFact""], [""InReality""], [""Tamerett""], [""SlightlyDangerous""], [""Roberto""], [""WhereYouLead""], [""オオシマルチア""], [""クリスタルグリッターズ""], [""BlushingGroom""], [""TalestoTell""], [""オオシマスズラン""], [""カウアイキング""], [""ネバージョオー""], [""エンサイスタ""], [""マルゼンスキー""], [""Nijinsky""], [""NorthernDancer""], [""FlamingPage""], [""シル""], [""Buckpasser""], [""Quill""], [""ライオンレッド""], [""ライラリッジ""], [""Lyphard""], [""Riverside""], [""レーシングジイーン""], [""サンシー""], [""マウタジョウオー""]]"
2012106177,クレヴァーナイト,boba,2012-03-28,3,0,1,0,2,80000,0,0,橋本牧場,"[[""カルストンライトオ""], [""ウォーニング""], [""KnownFact""], [""InReality""], [""Tamerett""], [""SlightlyDangerous""], [""Roberto""], [""WhereYouLead""], [""オオシマルチア""], [""クリスタルグリッターズ""], [""BlushingGroom""], [""TalestoTell""], [""オオシマスズラン""], [""カウアイキング""], [""ネバージョオー""], [""ゴールドファミリー""], [""シャンハイ""], [""Procida""], [""Mr.Prospector""], [""WithDistinction""], [""Korveya""], [""Riverman""], [""Konafa""], [""カンテゴールド""], [""モガミチャンピオン""], [""トウショウボーイ""], [""イーストサイド""], [""フドウゴールド""], [""モハビ""], [""カウンテスドレスアップ""]]"
2012106178,ヒメカイドウ,hinba,2012-03-20,43,5,7,4,27,10460000,0,0,橋本牧場,"[[""カルストンライトオ""], [""ウォーニング""], [""KnownFact""], [""InReality""], [""Tamerett""], [""SlightlyDangerous""], [""Roberto""], [""WhereYouLead""], [""オオシマルチア""], [""クリスタルグリッターズ""], [""BlushingGroom""], [""TalestoTell""], [""オオシマスズラン""], [""カウアイキング""], [""ネバージョオー""], [""シーフェアリー""], [""ユートカイザー""], [""サンデーサイレンス""], [""Halo""], [""WishingWell""], [""ユートジェーン""], [""マルゼンスキー""], [""ケイトホダア""], [""フロアーショウ""], [""Nijinsky""], [""NorthernDancer""], [""FlamingPage""], [""ArabianMiss""], [""Damascus""], [""LadyLove""]]"
2012106179,スノーヴァーダントの2012,hinba,2012-04-21,0,0,0,0,0,0,0,0,橋本牧場,"[[""カルストンライトオ""], [""ウォーニング""], [""KnownFact""], [""InReality""], [""Tamerett""], [""SlightlyDangerous""], [""Roberto""], [""WhereYouLead""], [""オオシマルチア""], [""クリスタルグリッターズ""], [""BlushingGroom""], [""TalestoTell""], [""オオシマスズラン""], [""カウアイキング""], [""ネバージョオー""], [""スノーヴァーダント""], [""カコイーシーズ""], [""Alydar""], [""RaiseaNative""], [""SweetTooth""], [""CarelessNotion""], [""Jester""], [""MissUppity""], [""ヴァーダントヒル""], [""サンデーサイレンス""], [""Halo""], [""WishingWell""], [""メリオンヒル""], [""Caerleon""], [""Kilavea""]]"
2012106180,アメリデラックス,hinba,2012-04-24,21,6,6,1,8,3560000,0,0,橋本牧場,"[[""アメリカンボス""], [""Kingmambo""], [""Mr.Prospector""], [""RaiseaNative""], [""GoldDigger""], [""Miesque""], [""Nureyev""], [""Pasadoble""], [""Redeemer""], [""DixielandBand""], [""NorthernDancer""], [""MississippiMud""], [""PrintingPress""], [""InReality""], [""WealthofNations""], [""ネイビーズドーター""], [""シャンハイ""], [""Procida""], [""Mr.Prospector""], [""WithDistinction""], [""Korveya""], [""Riverman""], [""Konafa""], [""ネイビータッチ""], [""ポリッシュネイビー""], [""Danzig""], [""Navsup""], [""マルゼンキャロル""], [""アーテイアス""], [""モガミソロン""]]"
2012106181,フィリアルサン,boba,2012-04-06,39,4,4,3,28,2520000,0,0,橋本牧場,"[[""カルストンライトオ""], [""ウォーニング""], [""KnownFact""], [""InReality""], [""Tamerett""], [""SlightlyDangerous""], [""Roberto""], [""WhereYouLead""], [""オオシマルチア""], [""クリスタルグリッターズ""], [""BlushingGroom""], [""TalestoTell""], [""オオシマスズラン""], [""カウアイキング""], [""ネバージョオー""], [""ハネダサクラコ""], [""シャンハイ""], [""Procida""], [""Mr.Prospector""], [""WithDistinction""], [""Korveya""], [""Riverman""], [""Konafa""], [""レディカンムリ""], [""ミルジョージ""], [""MillReef""], [""MissCharisma""], [""アサオザン""], [""ハードリドン""], [""ユウリンダ""]]"
